user_id,departement,birth
1537d01826,38,11/26/1992
43895991b4,93,1/20/1948
1860254208,44,7/7/1957
7d07e4d076,69,2/5/1990
541ed780c2,69,8/27/1985
d9def17ed3,93,6/8/1986
958d63de01,80,8/29/1974
be274200ef,69,2/18/1991
5864db032e,78,5/18/1974
480f9d78dd,81,7/7/1954
848f5f1f84,31,11/4/1952
8b371fe72b,14,6/26/1975
66cb85600a,94,12/30/1899
f4c5cf35e0,17,12/30/1899
59748581cf,31,2/11/1991
e57ed3f620,81,12/30/1899
9988620566,44,8/25/1985
14d80830ca,95,7/6/1980
ce01155815,77,5/20/1982
004eec71bf,77,2/4/1961
07609c4aef,74,3/15/1986
2708469fbf,77,5/14/1993
6ce88ce129,13,4/27/1959
7ba94a03f4,75,9/30/1958
e32b7ac7af,77,9/4/1979
48e7a05f90,69,2/10/1969
1d0f03c9a8,35,12/30/1899
888816366a,52,1/27/1986
70b1c07ce1,92,10/2/1972
832d2d1fc5,15,6/7/1987
a17fcfe7cb,31,1/24/1965
201f28e155,89,12/30/1899
7727a73e92,59,3/4/1963
6404e7712d,92,1/26/1988
f101ba1ee2,38,8/9/1977
3d20d500a6,75,8/20/1973
821ddf76d7,35,12/21/1982
9fd7a7f9db,53,10/27/1949
7bab442d56,26,4/10/1987
ad715bbbf6,81,5/15/1986
93569c34b1,18,11/18/1984
9197749be2,59,4/18/1979
429fa7e7de,91,7/13/1995
11dc824a13,86,7/14/1979
a73b1e4ddd,33,6/18/1981
07d2792b65,83,7/21/1980
c13a2afbe5,12,2/13/1990
0eeec8fab4,17,10/9/1976
8c23be268a,38,12/30/1899
9be09a8818,56,11/12/1975
eb9a292e7b,35,11/17/1994
27e8f00cdd,94,9/28/1984
27c93d40e7,51,7/30/1950
28e5948930,57,12/30/1899
75f8b03c4a,77,1/10/1983
a5e903874a,91,2/23/1976
47dd3786d8,89,11/13/1970
98046f4c81,68,12/30/1899
9195d953ef,59,9/21/1970
2ee2b9f601,28,4/9/1976
171515a334,69,2/6/1971
776fdf71d4,75,8/24/1983
6f2f8b29ff,59,9/2/1959
2cf3279eec,06,8/22/1992
cbef5bb34a,94,5/4/1962
53e56178c9,54,1/9/1960
43edb3c11a,78,6/12/1967
5dd0aa3db5,75,2/12/1972
6c9d1dae83,79,12/30/1899
fcf47700b7,76,4/21/1973
c39c0bdc6c,49,6/16/1974
c158a183d7,974,12/30/1899
862b22f6e4,95,4/15/1987
3938910ae2,69,1/30/1936
f63260d401,77,11/27/1980
1cf92bf70a,52,11/23/1951
786ad39684,91,4/10/1950
24c461db9d,31,12/30/1899
96f4601805,08,11/3/1979
234687d720,69,12/9/1980
76e97f909b,95,3/9/1979
40afef683b,64,9/30/1988
d6aba641db,44,9/26/1989
b020e2f067,57,3/10/1974
1dab15d54c,42,7/19/1989
136b237c79,69,1/20/1993
82323c5547,75,4/23/1998
7836572468,75,12/30/1899
276af8f6ce,13,9/7/1985
bac4bf8030,10,7/21/1992
71f29ea556,74,8/14/1941
4128259e73,13,4/13/1991
9be5649912,59,8/17/1959
0f729b9e90,67,7/3/1960
29b1563c74,92,4/26/1943
ff7eefa4e9,31,12/22/1987
e8a7439e48,54,9/14/1966
223cccf7d6,22,1/21/1982
f94319faf2,83,9/25/2044
6d958ca21d,37,7/22/1992
17feb9d56a,70,8/14/1949
59d046b27b,94,8/6/1982
11616e1a9b,75,1/13/1972
9c5c99429c,56,9/26/1981
084f2841bc,91,4/4/1968
baa290e894,69,12/30/1899
2f29d7822b,81,1/8/1985
afb34ff9af,66,10/7/1958
a69910deeb,18,12/30/1899
2a04625635,31,9/21/1991
0fd3af5e2a,49,2/21/1987
ae1ae90eef,17,12/30/1994
4a686bae7b,31,9/7/1992
8086ff98d5,95,12/30/1899
8c6a329feb,92,3/7/1984
24b3e7e2ad,31,12/30/1899
29ae03f06c,59,12/1/1935
cb45b3c2be,85,7/9/1990
055fa5bc15,30,9/19/1984
839784eca6,84,5/26/1975
4b3aa7c2ae,87,9/3/1953
f26dc4091c,77,9/3/1963
f1d8d8bcee,93,10/28/1970
76c964e771,95,5/25/1985
ceeb7b49f5,92,8/17/1989
bd0bc5d6d0,06,9/9/1990
83b9149062,57,4/26/1958
a411de9127,54,8/23/1984
c0f533c7e5,14,1/22/1975
adde253e4e,75,2/15/1984
10474e0d2c,65,11/29/1968
97f08babdf,44,9/12/1975
6b2d08d597,92,12/30/1899
51f6cc1cc3,,6/14/1975
f61fef637f,89,1/21/1951
81149ef03c,,4/11/1985
e7c79510d9,31,6/12/1975
0e98c45a6f,44,6/2/1957
ef9aca3874,44,5/15/1965
3fee3ac64f,91,8/27/1977
4cadc9ce8b,92,12/30/1899
82f24c9afd,44,10/16/1989
5e798479be,60,5/15/1975
cbfc7dab27,93,10/15/1988
62f88e8b85,34,4/5/1965
aba898f520,36,5/13/1986
957b90926a,95,8/23/1971
d8904e5446,28,12/30/1899
08a6c86d2d,80,4/24/1988
72001b7085,77,4/30/1983
d73b17702a,95,12/26/1986
7b2a2ed969,61,3/10/1954
5538297110,33,10/23/1987
8a4c29efb6,,2/5/1981
e5b580d0a8,34,12/28/1988
5bd7321c9d,22,3/28/1977
6754389c3f,93,12/30/1899
44493b5aa4,94,7/17/1980
89081c78a3,59,12/30/1899
c9394a002d,91,7/18/1969
09266a4f28,28,6/12/1966
78beb1a657,44,4/17/1982
be1161bbc6,75,12/30/1899
112ed641a4,91,5/10/1976
b043aa78b9,87,8/7/1979
e12379a07a,35,4/9/1978
2287746abc,69,4/30/1970
29849d1574,54,1/30/1968
70533804e7,29,2/9/1977
392fc2b7dd,33,3/23/1972
7b15a7c1f8,31,5/12/1982
3bfe958dc7,65,7/18/1977
6bb2c77e89,94,5/14/1971
ab8fabc1d9,95,3/1/1977
ee6426c517,89,12/13/1989
e5c8e5d81e,31,1/22/1954
7be4981cde,07,12/14/1987
a77b189ca1,25,11/30/1984
bc0e3dbf37,59,12/30/1899
5ca59927e4,35,12/30/1899
ceba35dd66,75,5/31/1958
27ae4fd650,76,10/3/1959
6bd0715e5c,30,3/16/1966
202b22bd90,38,12/30/1899
ca34916a85,13,11/8/1954
7a3c4c53f8,30,7/9/1995
ff8eb38173,64,6/3/1978
51af818793,94,10/5/1979
678b52019f,83,6/10/1972
6edcf2a4f0,44,11/3/1983
0fed1b2814,01,6/18/1972
8fbd6829ad,22,5/9/1944
b4e03017c4,53,12/30/1899
d051947825,75,11/26/1988
038f312922,34,7/26/1992
342e7f6449,91,3/14/1987
024fee2831,77,10/14/1989
ddeecabe62,45,12/28/1948
f300e22367,78,8/31/1983
4a58ce4b7a,02,5/5/1954
da2ff9834b,44,3/14/1969
bd7723f841,83,7/21/1979
ebb8bd9735,31,10/7/1947
078528f417,91,4/5/1989
f0cda19cdc,54,7/19/1993
cf7d2908bd,91,4/16/1981
65bac95136,54,12/16/1947
96ee87a52d,91,11/17/1994
3e7e5c6135,13,1/6/1992
628fe14b36,78,4/30/1991
453ff1b4f2,90,12/30/1899
73fb6dd376,38,7/9/1958
ae37c78eee,66,6/22/1961
00647659ce,69,12/30/1899
0b2c5ab0e8,81,7/9/1983
3c8363b2d8,30,12/30/1899
d57cc876a4,62,9/19/1988
ad4d53d3eb,06,5/19/1983
85b30eacd6,69,5/15/1968
6fea285d25,94,1/13/1956
6804dcaa9c,83,7/6/1974
bebd272d67,94,7/30/1980
3d344ec8c6,93,11/28/1983
5ce89dc516,64,12/30/1899
18471c8b1f,92,5/30/1983
34e3da0bee,57,12/30/1899
3f10827536,69,9/14/1986
b9ce337259,82,3/20/1971
e6b6c748be,34,12/23/1986
c4f9c6ebde,63,10/30/1993
a18d68f1c0,34,11/5/1975
c4125044d1,27,3/22/1984
2e9f8d84c3,76,3/17/1985
162870c5a3,94,12/30/1899
a8114b2570,38,12/30/1899
9ec5b0fc8a,78,12/30/1899
858f783cc4,75,6/8/1983
6cd48fca54,13,9/2/1954
c647cde32a,26,5/9/1969
4ad15edcfc,21,3/29/1992
69890ee259,35,12/13/1952
3c7f8e6db3,69,6/1/1970
6b37dca98c,78,1/27/1957
355327bd94,,12/24/1989
67c6e920f4,75,12/30/1899
7a1c0772c9,30,3/30/1958
be225db08a,62,12/25/1982
e75ae599d5,25,6/24/1975
016c2a7ebf,31,7/7/1992
bf63cd1b0f,42,1/6/1983
1f6fcb9b9d,35,8/5/1988
72612740de,61,9/9/1962
cfb6eb2fd0,95,7/15/1984
466c141cb1,02,10/27/1987
61a2367413,50,2/22/1977
725c3869c3,31,3/25/1976
c09881fc3f,74,12/31/1961
521810ad03,88,12/30/1899
b7fcd8a28d,93,11/8/1982
2a7fadf50a,31,3/2/1977
d6407f5ffd,87,8/8/1939
c47270accb,67,5/8/1963
c5cab635ab,10,12/30/1899
e6ffab9594,31,5/26/1981
341132a63c,78,8/28/1989
5c1e2cdfcd,02,12/30/1899
6004a36c02,27,9/25/1988
c14c6f96c6,91,6/18/1986
f4c095c09e,28,6/11/1968
3ec381ccd1,03,11/3/1991
7c41f6287a,44,8/1/1973
03494bd85a,94,9/6/1978
3492bf6fd3,75,9/28/1982
32332a7abd,88,12/9/1992
9571762b80,50,7/5/1979
b8dd055fd2,42,12/30/1899
f6aded0f57,05,5/25/1950
36f649f775,25,9/5/1951
5cd2e4e2e6,31,9/15/1990
b6ca1d0dd0,02,3/23/1969
995980b818,49,3/23/1980
1e0ba09821,67,7/17/1980
726f07edc4,38,9/25/1958
30e74a9876,72,12/30/1899
4de6fd6c29,92,12/30/1899
221c4202f7,78,6/19/1986
ac54bf81fe,49,6/14/1974
2d187dca66,51,12/30/1899
b043ee19a3,76,7/18/1996
90ce97c414,60,5/7/1990
929f4330b9,83,5/15/1989
34bc61a785,19,2/16/1988
576de55e3a,07,8/24/1994
9d5a6583c4,75,9/23/1988
83a2974c17,95,1/1/2003
7cf9c571e7,47,5/29/1989
9f94ca769a,71,11/17/1949
85aad83caa,83,1/20/1942
90b547d235,69,5/21/1977
30c2d38ad5,91,6/24/1991
4752d8f80f,85,5/1/1968
cab1df1067,95,12/30/1899
ede4ec636b,50,5/17/1970
3f73a2e710,67,6/13/1978
b08ee5a01e,59,12/6/1990
5e0ccc154c,92,12/2/1988
e3452c8c5a,95,5/14/1982
ccf113f5db,91,10/5/1995
be64f40a3c,70,2/24/1985
0b82eae3a1,75,1/7/1980
1baf1d33cf,34,9/14/1995
6f9438d96a,38,6/28/1947
117e0d05ab,38,1/5/1993
6e0a8830a5,81,5/4/1988
12cf8b87df,59,8/24/1987
e5efe5307f,27,9/27/1991
34d21b22f1,80,6/29/1988
48d281a9e0,31,4/14/1990
c526635c49,94,11/15/1987
63f3d3610e,74,1/11/1991
19c87233d6,74,8/7/1983
25950858e3,91,3/31/1991
0b4f7c2633,77,10/27/1978
54b4869acb,76,9/1/1990
5ae9702706,90,6/22/1971
0770e4cbc1,85,6/4/1949
d9cee3da9f,47,3/19/1968
d0127f7edf,95,9/2/1989
d01645b159,66,4/11/1952
85585a335e,91,12/19/1987
620dbee373,21,1/9/1992
b26ca83e8d,52,3/25/1974
3706cea4e9,43,3/17/1977
36626de9af,34,5/3/1994
dde0434599,18,1/6/1956
d76167087e,69,8/1/1975
3ac2813b16,92,6/5/1983
b781a13d63,51,8/27/1989
bf2742eee4,67,12/30/1899
14719cd1b6,46,8/25/1983
a96b4da98d,25,8/29/1981
a7361c09f5,67,1/16/1967
14defbca83,91,11/3/1978
36d0c35279,29,8/10/1989
c85e6135a0,02,10/22/1986
a605af9601,31,5/15/1990
08a1406472,31,12/30/1899
8670c8ed36,38,9/5/1971
cd58a04941,33,11/18/1984
823293a071,94,12/30/1899
c85ef5404d,59,4/6/1993
a3ca93d7a7,01,4/23/1963
8afcb5daff,69,8/6/1970
860592be6e,75,2/4/1984
0da9b9e3ed,84,10/30/1983
2a4d49af7c,42,5/19/1952
9802b6b9d9,62,10/4/1962
3af5e51218,67,10/29/1956
ae9b3377a7,79,1/28/1993
0780861d2f,78,5/2/1949
6ce3770440,91,12/30/1899
aba9f00114,03,1/18/1982
22dda468d9,57,12/30/1899
dc47575ed9,59,2/26/1956
42589f81fb,83,12/30/1899
ac4370e66c,69,12/30/1899
b108b98188,78,12/30/1899
044b22ce98,78,12/21/1990
415175c95f,26,12/30/1899
8f03c237c5,74,12/31/1965
41d2406c23,05,5/6/1994
8f9f3fc203,91,12/30/1899
9f16c73488,41,12/30/1899
a455c425fa,30,6/3/1988
dd4992a16e,73,12/30/1899
0c65301267,75,2/24/1990
c9946410df,16,10/14/1989
00bed1806b,64,9/25/1968
4983dfa4a5,93,12/22/1942
079a30f76d,01,12/30/1899
58ecef4bb0,95,5/17/1958
90f6672b0a,50,9/5/1977
8fdf775956,85,6/14/1952
c5ede5112c,70,4/23/1987
eaec2d75e6,58,1/27/1989
e44110202c,75,8/22/1986
d311dbbffe,22,9/28/1982
6a40c3be40,75,12/30/1899
f0785fef41,83,10/31/1977
dd3794159c,08,12/30/1899
8b4b10428a,17,8/19/1968
9c52168a9c,75,5/24/1948
972cd9b46d,38,3/27/1961
f51d9c61d5,67,3/26/1982
2e31bd2957,78,11/27/1987
1c83f2bc00,18,5/21/1978
cd2b0c81a3,38,8/11/1948
f547721c19,35,12/30/1899
dd10061e9e,12,12/6/1983
47514a39a6,06,5/18/1991
16f8c28966,40,6/4/1977
0e1b4a4c11,76,6/4/1991
2bba7aa47d,92,7/21/1985
e089dca113,78,8/4/1985
946a99e332,17,10/5/1983
1d383d8d5f,67,1/2/1984
897c216348,31,10/16/1977
f51cdd0d0a,91,12/10/1979
cdfcfbc0de,79,11/19/1982
8a57465b90,78,5/7/1993
e53aa09020,06,2/17/1984
f8a7eecf22,61,8/14/1975
0167028332,47,7/29/1988
b7365b98c8,25,3/16/1982
14cc53e876,19,2/21/1989
3dff32f4dc,33,8/27/1944
32b0e72640,02,12/2/1980
c566da8572,,1/4/1981
307de5a481,34,12/30/1899
4c3db24cf4,01,8/10/1987
b503a60edb,81,10/9/1979
3d6c327d65,49,3/29/1983
a6c3ca6471,57,2/17/1960
4a22257653,13,1/28/1974
0ee0b2ce5c,83,9/26/1985
54a9c2c1a7,94,3/19/1967
6056222600,27,11/19/1979
6f48505754,93,12/30/1899
eb775bc6ea,76,6/9/1991
7660777f9c,56,5/18/1987
2b75ae6cf1,14,5/2/1972
d6aa8948e3,49,10/24/1982
ad34f3e46e,68,12/30/1899
db2a77cc27,91,3/22/1979
be9f3c85c3,13,5/28/1948
ab6c54cb35,21,2/1/1964
b46bfd25da,77,5/22/1966
e43257c802,91,12/17/1953
2af33c5f81,27,5/10/1971
d87403970d,01,8/11/1969
ddd59be0fc,49,1/9/1947
dd8cf2f336,83,12/22/1965
c15998f1f5,31,7/18/1988
680d950e08,29,4/20/1974
74a22c004e,09,1/1/1988
2876dcad6f,92,12/30/1899
bbe9038b7a,74,12/30/1899
fd33350680,42,11/16/1988
4090829837,43,3/11/1978
791492ced5,88,7/20/1980
c802fcfbac,69,4/11/1992
4053a4fc47,80,8/30/1978
1dad6ddd4e,72,8/13/1985
e695332cfc,73,6/19/1981
3f727b728d,47,12/23/1955
4661880160,55,3/9/1979
c3dcff0e1e,31,12/17/1992
336ba7c6f9,78,8/9/1983
b921001d10,31,12/30/1899
772c6eb34a,78,10/4/1984
b9872c0ecc,30,2/28/1970
b349f344a2,59,2/20/1977
dee55d0c20,69,10/24/1976
e54d73a7aa,89,9/28/1976
5817c7e9c4,17,12/30/1899
2708fa7281,61,9/22/1972
580123cb1f,91,8/25/1987
d0c492910a,10,12/30/1899
6c6dce69e8,75,10/21/1959
4dc39eda62,87,10/3/1958
96a979a403,25,12/30/1899
0c23879362,85,12/13/1988
f2fbb421b3,75,8/29/1981
53f10af73f,37,1/30/1968
dc569881ad,74,9/7/1978
36da27f0b1,71,9/11/1981
319edae389,45,6/9/1969
162b1c547b,31,10/1/1959
5bc0f64ba4,84,7/2/1970
96bfdcffd5,64,4/25/1982
dd0115e1d8,77,12/30/1899
d7c8e2dbf0,69,8/30/1969
3392beef44,94,9/16/1980
d0ea85d903,33,9/12/1971
71cde88de2,83,8/8/1973
f9b8700837,29,9/17/1986
71300e1fa9,,6/15/1972
a8acf19b1c,67,9/11/1980
9171dfb433,02,1/6/1986
5705d53eb4,93,5/31/1975
441eed1f07,92,12/30/1899
35534b40af,06,7/5/1962
fcd5e2ff6b,34,12/30/1899
95b48ed09d,02,10/7/1983
ff5f4348b8,94,12/8/1963
e5be7d02d6,26,12/24/1994
2db470906b,83,3/15/1977
1a3fc3cd0c,21,4/25/1992
676725e01c,06,3/23/1985
97a5a69d6f,71,9/23/1988
1ed7df788d,14,12/30/1899
527bd01396,44,9/7/1960
727d4868cc,35,10/3/1955
aa6a6a18ce,51,3/29/1991
f130886f7c,84,8/23/1981
1bd50310e5,69,2/25/1944
25b33fe438,77,7/29/1974
5d27294a1a,78,5/22/1982
bc5befe501,60,8/10/1983
c60392147d,62,7/23/1977
72cc2d4795,28,2/16/1974
40aa777667,87,7/3/1986
1c7cd3c160,,12/19/1989
feb6983b3f,62,7/13/1990
20f1a9d839,21,8/15/1984
359eb2db0e,33,12/30/1899
e9cf4ae57e,14,2/11/1985
f24cfc1c88,13,12/30/1899
3d004e42b4,14,10/12/1949
0eb7c3b926,59,12/30/1980
e860541d0c,43,3/29/1984
5c5156be8c,87,10/3/1990
3c8bfcaea7,33,12/28/1959
c79f8aa71d,56,4/25/1977
7f535228f9,33,3/29/1979
6dcab9457c,25,10/2/1985
0bbd01a6cf,91,12/30/1899
224b655bc1,31,10/13/1975
3709b051be,25,6/30/1993
bd96c2b992,47,10/15/1973
10bbe5f9d7,34,3/19/1957
6f23f13708,74,10/30/1983
6820a239fa,59,12/16/1931
746eb89deb,66,9/21/1951
4e9e81b004,14,1/16/1995
66cdf315d1,77,1/29/1951
f368053c7c,69,5/22/1947
9c9a49b08a,85,6/18/1984
0cc2689289,68,12/30/1899
450c8e291b,38,1/6/1973
75c4429f4e,40,9/20/1937
a7c73291a3,29,9/4/1979
6b99faae7e,90,12/30/1899
a48d970a37,33,10/6/1989
d735bbea6d,79,5/28/1965
dcfb2000b9,02,5/28/1986
7d51125173,39,4/21/1986
6a00ac1e69,75,9/18/1973
0ce1efe6ba,78,7/31/1984
e1aad75e1f,26,6/29/1983
b93a5ce5d6,45,4/2/1959
5c4082be2c,85,6/11/1963
3268da2b10,78,1/10/1986
9fc3051718,26,12/30/1899
6cdb0f5335,93,1/23/1987
c22589c55c,06,9/14/1983
a1790d9eca,91,12/30/1899
b642454089,45,5/30/1982
68f946856c,57,4/26/1964
d78fd7b10c,44,2/15/1980
9a192c3a48,85,4/15/1966
5e7e0f3154,87,1/29/1980
a4ea015f5e,91,5/29/1981
ace5d2bb20,92,1/26/1965
1d9727e3c9,33,12/30/1899
be452eafae,59,8/31/1994
1f9dc549cc,84,12/4/1979
2b3361de11,70,11/1/1975
9d2d3ea14e,92,1/11/1992
c3d3e8faf6,59,12/30/1899
6b7563a95a,94,8/11/1985
e583784f12,45,7/28/1973
6b76eb7909,49,11/2/1977
8a4f7df4c1,21,4/9/1964
af7562ec2a,51,9/3/1991
f67def3f04,06,8/2/1986
5fec9decce,78,4/13/1983
9b106a4676,79,12/30/1899
e09643293a,69,5/19/1994
d5054aa91d,13,10/28/1969
b2c320d510,92,3/31/1982
d34ded792e,33,12/22/1963
b1e0fc61e1,68,7/28/1948
351e763e5b,84,8/18/1975
d79dbaf0cf,71,12/30/1899
ff5bc3de4b,31,3/1/1971
e82732bea0,02,4/17/1960
3fce5d96a5,69,6/5/1969
a56c6ee326,57,9/1/1997
bd10098f3e,47,1/28/1968
5855a496d9,22,2/24/1991
74d0becbde,11,6/15/1950
cac6b49cd2,60,3/3/1988
6b396f82cb,83,9/10/1994
d72acf4c07,83,9/12/1933
4139013fad,93,6/21/1947
8c59488416,74,11/24/1987
f322f536ba,80,10/13/1984
3b81e9a1d3,68,1/1/1991
6ec685a2c9,67,12/26/1983
e2874617ed,09,3/9/1956
39b584add8,43,4/19/1979
9d2b06ee28,73,5/21/1980
ee922b6404,75,1/25/1978
22f268b923,95,5/17/1988
69cf332bf4,94,12/30/1899
111a541132,38,2/10/1985
37542d8a94,01,3/7/1969
9fd9c99d93,42,9/14/1987
dfb0c685d5,77,12/30/1981
2d63c286a6,92,9/2/1986
8bd527acb8,64,5/26/1986
5c3e93e1f5,78,6/12/1963
02e850cb18,71,12/30/1899
17e118bc94,94,7/30/1958
1cb1e86f70,13,5/28/1968
94357aca7f,82,11/30/1977
6c0ff991c1,17,1/16/1954
96760ec054,95,12/30/1899
1a2cabcf93,83,4/16/1980
20a74ccd7f,59,2/21/1979
e507315f9c,75,11/1/1975
80d65dba92,50,1/23/1966
b81e3945b7,01,12/12/1980
d6803b415c,28,8/16/1983
faa1a36148,34,5/22/1969
22f28b6e7c,76,1/25/1980
291b61df97,33,5/3/1986
2500ec1bf4,83,6/14/1968
ddab97fa60,67,8/11/1993
df361927dc,33,10/7/1975
5697700f0f,91,7/3/1974
88789ebaf5,75,8/7/1991
49587b0b4a,37,12/6/1984
5cdbeab2fb,14,12/30/1899
069e998177,67,7/23/1993
8bb69a2e66,51,12/30/1899
6b4b3bdd4c,49,3/2/1991
0e6bb0d4d8,62,3/26/1984
7e75fa54a8,34,5/5/1948
84fdfdf0a2,57,3/3/1991
0d5f8114b9,59,6/23/1978
4014c77720,94,1/18/1958
4eb94a3d63,69,7/6/1993
9c8205bd16,27,9/15/1959
17aab5ba34,95,1/29/1984
5dea7260b9,59,2/24/1964
462880c1aa,14,6/23/1977
ed05462d1d,22,4/18/1951
406d618a9b,76,5/19/1992
9981c52f71,34,7/24/1973
592a79b74e,85,11/24/1949
0a0fface2a,75,7/20/1982
f54fa34f6d,78,11/3/1961
9b627bd327,93,1/11/1974
f7107202ad,43,12/31/1992
8f56c5963b,31,5/20/1978
3b59cc43b4,90,2/22/1990
b7b86d69e8,74,12/30/1899
89a7cbe3a9,37,12/30/1899
6b1e66c68e,89,2/5/1983
b1d0027f46,60,4/23/1988
b645933828,15,8/26/1965
e8aab17461,69,12/9/1965
732d3f4b9a,45,10/22/1961
e07984f6b8,62,12/30/1899
54619caba2,59,1/1/1979
03c5a47ea4,28,5/13/1973
539259fda3,91,10/27/1984
0448db30f2,12,11/20/1963
cad69193d4,60,8/16/1978
32fd772e68,63,1/12/2000
113bb3400a,93,2/13/1978
1d2c22a2df,33,6/12/1977
5a36bc2f97,62,1/23/1947
7d3966eda5,69,12/30/1899
683bd6e6b5,38,4/7/1973
9b090bd9ae,15,12/30/1899
4d71446ef2,81,7/18/1954
b57c2c5903,77,11/21/1980
2ff6fd007e,43,3/25/1966
5bc450c631,45,1/22/1975
fd70e85209,75,9/5/1990
4e91ab1da7,13,9/19/1961
1d9b6fc641,95,1/11/1974
c3ca64c7d7,77,1/2/1980
8acb9822ac,77,3/13/1979
964d3e2e3a,24,12/5/1981
668ac2c12a,33,8/8/1959
8cc49c52cf,73,5/7/1980
f5c75bd57b,40,12/18/1991
a052249230,34,7/24/1980
611518fca6,95,8/13/1977
f87687e35b,75,3/13/1980
3f273d3b3d,51,5/18/1995
48ec6bc9d1,39,4/12/1995
f14d6edec0,75,6/15/1984
4f21761dd9,31,10/17/1980
605847bc08,92,7/19/1988
1d0f05438a,40,5/4/1983
4cbcb4efad,34,12/30/1899
e1e9931ebe,12,11/27/1960
6ddacc4023,56,12/23/1985
79cf83d15d,35,12/20/1972
143c253203,76,1/7/1985
a1d049a2dc,46,3/1/1964
1224fb5ff6,72,4/15/1988
4b90b6d81d,23,12/25/1971
34f21eb464,59,2/22/1950
2a816f08f8,85,1/29/1986
31da0a7054,30,6/29/1988
a121f3506e,85,4/7/1972
231d1ca3d2,13,6/28/1943
e33bf31109,51,5/26/1973
beccd11f3f,75,9/19/1981
102fe28386,74,10/13/1985
082be513ef,31,3/25/1980
4e1045f6b8,32,12/30/1899
d85ab858ca,95,10/12/1962
252ad98303,75,10/19/1970
3dfc1f1f76,95,12/30/1899
e6669abdac,34,8/3/1939
d0b47e09f4,69,10/2/1994
e051a0dbcf,77,1/27/1960
c77491319c,02,2/8/1957
f0b2cca00a,91,12/6/1978
3d5bc8d155,69,9/20/1987
5611ddaf7b,06,8/18/1954
3874a4aca5,69,2/12/1954
50248973e3,91,3/21/1987
f4715e6e9a,74,7/9/1987
89beef0a85,33,2/22/1989
b933d18617,47,9/12/1986
35e3336bee,06,12/30/1899
f0dd9759c8,71,10/24/1982
42fe2500a8,51,5/17/1970
0934bcadf9,58,12/31/1976
bb79ad1f93,14,12/8/1991
adff1f230c,25,2/14/1986
b2b037b051,04,4/10/1967
1b403a1386,78,12/30/1899
1d34e00a30,76,12/20/1970
7756728aaf,94,8/20/1989
704b620e6a,11,1/27/1985
beeb6a7935,33,1/21/1980
e24891c048,45,11/4/1995
1ff6b0f600,38,6/26/1979
fdc0964cfb,92,8/20/1990
99d0a8e05d,42,3/7/1979
78d1f62f49,65,2/16/1991
891743b304,27,11/26/1985
8b23e83b88,32,3/18/1952
1aca8d794b,12,12/30/1899
7fb3c0a173,70,1/14/1980
82c677afd4,85,12/1/1995
57e7857d84,16,3/25/1938
633f528d37,49,1/14/1949
20c827bb9e,91,10/20/1993
be54ceedba,51,4/23/1953
8b15bb5c09,53,2/27/1992
78e60412f0,95,10/8/1956
2c5b2d985d,27,8/13/1953
25df79e7af,75,3/14/1960
019b5ac773,67,12/30/1899
40865ff453,95,4/4/1992
24f20e2336,91,6/18/1983
8af3f779a1,49,7/16/1993
5c1a5f45e4,75,12/30/1899
9a12e3b30d,32,3/25/1952
42f94763af,92,10/2/1970
9d01cc0368,83,6/28/1971
7db3cce7a6,76,7/14/1991
81b2d4ec9e,69,11/12/1988
1b56997f46,94,10/13/1987
83bafd5ffb,69,7/1/1932
ca99494012,13,6/11/1988
a60e3cdabe,37,5/11/1959
ea243bc032,21,12/30/1899
a4cd639849,93,12/30/1899
63a0889b2e,75,8/6/1992
f1385e380f,76,5/23/1968
decacc28ce,80,3/31/1983
4cc39bbf01,76,6/5/1992
cd450f7f99,44,12/15/1979
8d62d83c24,83,12/30/1899
6a31ac98a4,95,11/7/1994
ac8a08fd2c,13,12/30/1899
8e462f811e,03,10/22/1944
3294cd54c4,51,10/7/1981
14910fc0b2,57,2/22/1980
55f3a1b57a,30,12/30/1899
a4b3f6a09a,69,12/30/1899
0701613140,73,2/3/1946
ad71df10d0,92,10/16/1980
69c60a8145,94,2/10/1987
2bb4d4d68f,95,9/3/1951
aa73211e53,25,12/31/1951
843374ecbd,06,2/23/1994
7ee0eea1ba,85,12/30/1899
47058453ee,78,6/16/1959
141b43e41d,55,7/4/1973
a7065f79f9,77,5/8/1993
9eef4476b7,13,4/28/1977
6e04453861,56,12/12/1990
a60e78db8a,10,12/20/1956
84afdcf507,71,2/17/1980
169b7df204,49,9/13/1952
3ad362619b,29,12/30/1899
f66a75b3d7,23,5/10/1956
23ea1441dc,59,7/8/1971
e49da03d8e,,2/25/1986
d6deae447c,60,6/30/1974
9cbdf1dfbf,44,3/21/1954
70a2331fa9,29,3/22/1989
3e9ad334b6,93,2/9/1985
95f57cf97e,22,12/9/1984
827be67554,78,3/21/1991
2b2f98833c,86,5/24/1994
fc32b5266a,95,3/4/1972
0700a30b97,92,4/26/1957
9311e09561,01,1/18/1972
93c3a31f8a,23,12/30/1899
3d8f3ce6de,33,10/21/1984
68af0e1cfb,68,2/17/1974
72171f4397,27,9/30/1982
0cb971b1f9,85,12/30/1899
2f438f29de,63,5/6/1988
dcc975f16a,79,2/9/1983
ccb1fc0abc,62,12/30/1899
b5f5ef7f06,31,5/25/1989
2fa72c67d0,69,8/27/1972
aa98ccb224,34,3/1/1947
